username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
sheetalvijayann;2015-12-01 23:50;0;0;"#ChennaiFloods https:// twitter.com/obiwanmanobi/s tatus/671755498576879617 …";;;#ChennaiFloods;"671755841444274180";https://twitter.com/sheetalvijayann/status/671755841444274180
sarf_smartin;2015-12-01 23:50;0;0;"Don't create and fall for any rumors stay alert #chennaifloods";;;#chennaifloods;"671755803846643712";https://twitter.com/sarf_smartin/status/671755803846643712
prasad_darling;2015-12-01 23:50;45;43;"People offering help & sharing information that can help -kindly use #ChennaiRainsHelp #ChennaiFloods @TwitterIndia pic.twitter.com/V5CYBZNJBm";;@TwitterIndia;#ChennaiRainsHelp #ChennaiFloods;"671755779007901696";https://twitter.com/prasad_darling/status/671755779007901696
flyvenkat;2015-12-01 23:50;1;0;"Ullagaram: can accommodate 4 members with food: Contact: Vijayanand: 9094500856 #chennairains #Chennai #chennaifloods #chennairainshelp";;;#chennairains #Chennai #chennaifloods #chennairainshelp;"671755778257104897";https://twitter.com/flyvenkat/status/671755778257104897
owaistshah;2015-12-01 23:50;6;3;"Slap to intolerant Indians. #chennairains #ChennaiFloods https:// twitter.com/roshndb/status /671755317642813440 …";;;#chennairains #ChennaiFloods;"671755740957138946";https://twitter.com/owaistshah/status/671755740957138946
mellamoabhinav;2015-12-01 23:50;0;0;"CC @TwitterIndia @the_hindu #ChennaiRains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/dhanyarajendra n/status/671753847014985728 …";;@TwitterIndia @the_hindu;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671755732249788416";https://twitter.com/mellamoabhinav/status/671755732249788416
spathak1234;2015-12-01 23:50;33;3;"@iCanSaveLife please help.. #chennairains #ChennaiRainsHelp #ChennaiFloods https:// twitter.com/spathak1234/st atus/671752189015027712 …";;@iCanSaveLife;#chennairains #ChennaiRainsHelp #ChennaiFloods;"671755674930438144";https://twitter.com/spathak1234/status/671755674930438144
rahulganga16;2015-12-01 23:50;2;2;"It's getting worse in Chennai and Tamil Nadu. Let's hope everyone are safe and will definitely pray for them. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671755660967579649";https://twitter.com/rahulganga16/status/671755660967579649
askammya;2015-12-01 23:50;1;1;"Those in #chennai get in to helping physically asap instead of RTing. Outsiders will compile #tags & RT. #ChennaiFloods #chennairains";Belgaum, India;;#chennai #tags #ChennaiFloods #chennairains;"671755653182951424";https://twitter.com/askammya/status/671755653182951424
Sandeep2009;2015-12-01 23:49;1;1;"Praying for those who are affected by rains #chennairains #ChennaiFloods god help your kids we are in need.";;;#chennairains #ChennaiFloods;"671755632769417216";https://twitter.com/Sandeep2009/status/671755632769417216
iaaruran;2015-12-01 23:49;2;1;"#chennairains #ChennaiFloods https:// twitter.com/kumarancool4/s tatus/671752957038190592 …";;;#chennairains #ChennaiFloods;"671755627979546625";https://twitter.com/iaaruran/status/671755627979546625
icsaran;2015-12-01 23:49;0;0;"Our Prayers for you guys... Stay safe... #chennaifloods";;;#chennaifloods;"671755612666114049";https://twitter.com/icsaran/status/671755612666114049
iMSivam;2015-12-01 23:49;3;1;"@Olacabs #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning #chennairainupdates #Chennaifloodrelief pic.twitter.com/UzR2f8nn8Y";;@Olacabs;#chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning #chennairainupdates #Chennaifloodrelief;"671755591233048576";https://twitter.com/iMSivam/status/671755591233048576
raamleaks;2015-12-01 23:49;0;0;"Pls stay safe ppls.. God bless!! #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671755573273071616";https://twitter.com/raamleaks/status/671755573273071616
RAVINDRARAMA;2015-12-01 23:49;1;0;"#chennaifloods . All big hotels saravana sangeetha vasanthbhavan Adayar Anandbhavan National cafe Geetha cafe provide food pockets free. Help";;;#chennaifloods;"671755547343872000";https://twitter.com/RAVINDRARAMA/status/671755547343872000
RadiyoApp;2015-12-01 23:49;0;0;"http:// app.radiyoapp.com/radiyo/routes/ uploads/news/a066fc9c032a52053b0dc7d0790dc774.mp3 … #Chennai #chennairains #chennairainupdates #ChennaiFloods";India;;#Chennai #chennairains #chennairainupdates #ChennaiFloods;"671755541316808704";https://twitter.com/RadiyoApp/status/671755541316808704
tiruppuran;2015-12-01 23:49;0;0;"@PMOIndia @narendramodi #chennairains #ChennaiDrowning #ChennaiFloods need help.. https:// twitter.com/reenakristen/s tatus/671739739649642496 …";;@PMOIndia @narendramodi;#chennairains #ChennaiDrowning #ChennaiFloods;"671755536283516928";https://twitter.com/tiruppuran/status/671755536283516928
gopi91;2015-12-01 23:49;0;0;"God save Chennai.heavy downpour..my prayers are with people who are suffering. .. #chennairains #ChennaiFloods pic.twitter.com/6zQuzInFYT";;;#chennairains #ChennaiFloods;"671755530428268544";https://twitter.com/gopi91/status/671755530428268544
flyvenkat;2015-12-01 23:49;125;39;"Royapettah: Mechanic for car/bike free of cost Mir Mohammed Medhi (9003186265) #chennairains #Chennai #chennaifloods #chennairainshelp";;;#chennairains #Chennai #chennaifloods #chennairainshelp;"671755528943435776";https://twitter.com/flyvenkat/status/671755528943435776
IMD_Weather;2015-12-01 23:49;2;1;"@IMD_Weather LIVE BREAKING: #CHENNAI NEW RECORDS: KATTUPAKKAM 4th Century not out&CHEMBARAMBAKKAM 369mm TILL 10.30PM TODAY #ChennaiFloods ...";;@IMD_Weather;#CHENNAI #ChennaiFloods;"671755528909930496";https://twitter.com/IMD_Weather/status/671755528909930496
Chennai_Rains;2015-12-01 23:49;3;0;"#Chennairains #Lethelpchennai Chembarapakkam outflow increased to 32000 cusecs #Chennai #Chennaifloods";;;#Chennairains #Lethelpchennai #Chennai #Chennaifloods;"671755523608350720";https://twitter.com/Chennai_Rains/status/671755523608350720
dinetwtr;2015-12-01 23:49;0;0;"Retweeted L. G. Iyer ( @lakshgiri ): https:// docs.google.com/forms/d/1cF-wZ jX4-G8_VZpYj0iHwReSM8A3GBpP_Vb8K7BC0Ew/viewform?c=0&w=1&usp=send_form … #chennairains #ChennaiFloods #chennairainhelp http:// fb.me/7HmxxSWKT";;@lakshgiri;#chennairains #ChennaiFloods #chennairainhelp;"671755521922359297";https://twitter.com/dinetwtr/status/671755521922359297
dinetwtr;2015-12-01 23:49;0;0;"Retweeted Abarna Priyaa.M ( @AbarnaPriyaa ): #chennairains #urgenthelp #ChennaiFloods #emergency ... http:// fb.me/MiwauJEi";;@AbarnaPriyaa;#chennairains #urgenthelp #ChennaiFloods #emergency;"671755507267338241";https://twitter.com/dinetwtr/status/671755507267338241
arafathrahman;2015-12-01 23:49;1;0;"Almighty please #help Chennai people from #chennairains #poormedia #NoSupportFromNorth #OnlyGodCanSaveChennai #ChennaiFloods #Chennai";;;#help #chennairains #poormedia #NoSupportFromNorth #OnlyGodCanSaveChennai #ChennaiFloods #Chennai;"671755499730243584";https://twitter.com/arafathrahman/status/671755499730243584
kirtanrao;2015-12-01 23:49;1;0;"@nayakgirin Also keep valuables with important documents safe. You never know #ChennaiFloods #chennairains";;@nayakgirin;#ChennaiFloods #chennairains;"671755482567053312";https://twitter.com/kirtanrao/status/671755482567053312
guptakailash;2015-12-01 23:49;0;0;"@ramesh4f Useful information for those affected at Chennai #chennairains #ChennaiFloods";;@ramesh4f;#chennairains #ChennaiFloods;"671755454444257280";https://twitter.com/guptakailash/status/671755454444257280
sathyan84;2015-12-01 23:49;1;0;"We complain we crib we never appreciate or give people their due Hats off to MTC ppl, Firemen, Policemen, other govt workers #ChennaiFloods";;;#ChennaiFloods;"671755453630570496";https://twitter.com/sathyan84/status/671755453630570496
Saravaanan;2015-12-01 23:49;0;0;"#ChennaiRains #HeavyRainTN #ChennaiFloods http:// fb.me/3ZYiFjJga";;;#ChennaiRains #HeavyRainTN #ChennaiFloods;"671755449851625474";https://twitter.com/Saravaanan/status/671755449851625474
yogeshramgopal;2015-12-01 23:49;3;0;"#ChennaiFloods #chennairains Chennai Corporation's Toll Free Flood Help Lines: 18004251914 and 1913";;;#ChennaiFloods #chennairains;"671755444549910529";https://twitter.com/yogeshramgopal/status/671755444549910529
sabari001;2015-12-01 23:49;0;0;"#Flooding Can u help us spread the word and help us if possible #ChennaiFloods #India pic.twitter.com/LZAQWJxdZj";;;#Flooding #ChennaiFloods #India;"671755428573790209";https://twitter.com/sabari001/status/671755428573790209
mellamoabhinav;2015-12-01 23:49;0;0;"CC @TwitterIndia @the_hindu #ChennaiRains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/aslam_me/statu s/671747194198859776 …";;@TwitterIndia @the_hindu;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671755403034693632";https://twitter.com/mellamoabhinav/status/671755403034693632
ttjayaplus;2015-12-01 23:49;0;0;"#chennairains #ChennaiFloods Perumal Temple in Mahabalipuram pic.twitter.com/H5vjgWIwAV";;;#chennairains #ChennaiFloods;"671755397934395392";https://twitter.com/ttjayaplus/status/671755397934395392
jgfmarketing;2015-12-01 23:49;0;0;"@qatarairways are flights booked for Dec 3 and Dec 4 still going to operate with #ChennaiFloods ?";;@qatarairways;#ChennaiFloods;"671755396600561664";https://twitter.com/jgfmarketing/status/671755396600561664
rjha43852;2015-12-01 23:48;0;0;"#chennairains #ChennaiFloods https:// twitter.com/RedPixTrackers /status/671753464968531968 …";;;#chennairains #ChennaiFloods;"671755378426642432";https://twitter.com/rjha43852/status/671755378426642432
nganapathi;2015-12-01 23:48;0;0;"Chennai Corp helpline - 1913: Commissioner #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671755363746775040";https://twitter.com/nganapathi/status/671755363746775040
mellamoabhinav;2015-12-01 23:48;0;0;"CC @TwitterIndia @the_hindu #ChennaiRains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/pani_flower/st atus/671728970128228354 …";;@TwitterIndia @the_hindu;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671755325888851968";https://twitter.com/mellamoabhinav/status/671755325888851968
roshndb;2015-12-01 23:48;2;2;"Hindu providing accommodation to muslim n muslim distributing food to hindu...such a intolerant we r... #chennairains #ChennaiFloods ...";;;#chennairains #ChennaiFloods;"671755317642813440";https://twitter.com/roshndb/status/671755317642813440
VishnuNDTV;2015-12-01 23:48;13;3;"#ChennaiFloods #chennairains For those in need of help, please call 1913, the Chennai emergency helpline.";;;#ChennaiFloods #chennairains;"671755310617354241";https://twitter.com/VishnuNDTV/status/671755310617354241
AbarnaPriyaa;2015-12-01 23:48;7;1;"#chennairains #urgenthelp #ChennaiFloods #emergency https:// twitter.com/rahulganapathy /status/671754616132911104 …";;;#chennairains #urgenthelp #ChennaiFloods #emergency;"671755300311982080";https://twitter.com/AbarnaPriyaa/status/671755300311982080
lakshgiri;2015-12-01 23:48;3;0;"https:// docs.google.com/forms/d/1cF-wZ jX4-G8_VZpYj0iHwReSM8A3GBpP_Vb8K7BC0Ew/viewform?c=0&w=1&usp=send_form … #chennairains #ChennaiFloods #chennairainhelp";;;#chennairains #ChennaiFloods #chennairainhelp;"671755298923745280";https://twitter.com/lakshgiri/status/671755298923745280
Lalaloveslee_;2015-12-01 23:48;3;1;"@ChennaiIPL #Chennai #Army Helpline is now open!! Call - 9840295100 Kindly spread #chennairains #ChennaiFloods #chennaiRainsHelp";Los Angeles, CA;@ChennaiIPL;#Chennai #Army #chennairains #ChennaiFloods #chennaiRainsHelp;"671755258398384128";https://twitter.com/Lalaloveslee_/status/671755258398384128
akshatratanpal;2015-12-01 23:48;0;0;"http:// app.radiyoapp.com/radiyo/routes/ uploads/news/a066fc9c032a52053b0dc7d0790dc774.mp3 … #ChennaiFloods #chennaiweather #chennairains";India;;#ChennaiFloods #chennaiweather #chennairains;"671755229759688708";https://twitter.com/akshatratanpal/status/671755229759688708
javiies;2015-12-01 23:48;0;0;"Folks in Chennai, stay safe! #ChennaiFloods #ChennaiRains";;;#ChennaiFloods #ChennaiRains;"671755218053300228";https://twitter.com/javiies/status/671755218053300228
Alive_to_LOVE;2015-12-01 23:48;0;0;"@virginkudi @QuotesShare @itisprashanth help #chennairains #ChennaiFloods";;@virginkudi @QuotesShare @itisprashanth;#chennairains #ChennaiFloods;"671755204874768384";https://twitter.com/Alive_to_LOVE/status/671755204874768384
UdayShams;2015-12-01 23:48;0;1;"Ai ALLAH.. Chennai ko baarish se raahat de.. Ai ALLAH faidah wali baarish de aur nuksaandeh baarish ko rokle.. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671755178920439808";https://twitter.com/UdayShams/status/671755178920439808
RajaShekarA_B;2015-12-01 23:48;0;0;"#Mamallapuram 's Perumal Temple almost submerged in the rains... #ChennaiRains #ChennaiFloods pic.twitter.com/vavxgmFx42";;;#Mamallapuram #ChennaiRains #ChennaiFloods;"671755161942032384";https://twitter.com/RajaShekarA_B/status/671755161942032384
sushant_ind;2015-12-01 23:48;0;0;"I hope everything gets well soon in Chennai...Indian Army to the rescue again @adgpi #ChennaiFloods #ChennaiRains";;@adgpi;#ChennaiFloods #ChennaiRains;"671755144673955840";https://twitter.com/sushant_ind/status/671755144673955840
vivekontheweb;2015-12-01 23:47;0;0;"Chennai Army Helpline should also start a twitter handle #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671755107483037696";https://twitter.com/vivekontheweb/status/671755107483037696
lakshgiri;2015-12-01 23:47;0;0;"https:// docs.google.com/forms/d/1fu3gi wGtW38VYiLxeEqaE1MBDCF1b8AhUUXd7rf6Ggk/viewform?c=0&w=1&usp=send_form … #chennairains #ChennaiFloods #chennairainhelp";;;#chennairains #ChennaiFloods #chennairainhelp;"671755098473766913";https://twitter.com/lakshgiri/status/671755098473766913
owaistshah;2015-12-01 23:47;3;1;"#chennairains #ChennaiFloods https:// twitter.com/josonarun/stat us/671754464382980096 …";;;#chennairains #ChennaiFloods;"671755063405101056";https://twitter.com/owaistshah/status/671755063405101056
pepsiwithastraw;2015-12-01 23:47;2;0;"It seems like only the public is helping each other. What the fuck is this government even? #ChennaiFloods";;;#ChennaiFloods;"671755058908803072";https://twitter.com/pepsiwithastraw/status/671755058908803072
deviarunassalam;2015-12-01 23:47;2;0;"#ChennaiRainsHelp #chennairains #ChennaiFloods https:// twitter.com/Troll_Cinema/s tatus/671732190414147584 …";;;#ChennaiRainsHelp #chennairains #ChennaiFloods;"671755015074123777";https://twitter.com/deviarunassalam/status/671755015074123777
kirtanrao;2015-12-01 23:47;1;0;"@thetanmay @kalyanrath @burgerkingindia Thoda idhar bhi dhyan de do maalik. Madad rahegi. #ChennaiFloods #chennairains";;@thetanmay @kalyanrath @burgerkingindia;#ChennaiFloods #chennairains;"671755005569798144";https://twitter.com/kirtanrao/status/671755005569798144
SureshZuri;2015-12-01 23:47;0;1;"@djafrojack @wallrecordings @Thommb @SunburnFestival Nick Please cancel d Chennai event, 4more info https:// twitter.com/chennaiweather #ChennaiFloods";;@djafrojack @wallrecordings @Thommb @SunburnFestival;#ChennaiFloods;"671755005133611008";https://twitter.com/SureshZuri/status/671755005133611008
bhuepesh;2015-12-01 23:47;4;3;"Save people's from flood spread these helpline numbers #ChennaiFloods RT @DhivyaDharshini @Priyanka2804 pic.twitter.com/NPqImepTz6";;@DhivyaDharshini @Priyanka2804;#ChennaiFloods;"671755001237102592";https://twitter.com/bhuepesh/status/671755001237102592
flyvenkat;2015-12-01 23:47;7;2;"Alwarpet: Can accommodate 10 to 15 ppl, Ravi 9003233127 #chennairains #Chennai #chennaifloods #chennairainshelp";;;#chennairains #Chennai #chennaifloods #chennairainshelp;"671754992617943040";https://twitter.com/flyvenkat/status/671754992617943040
vs_sat;2015-12-01 23:47;0;0;"#chennairains #ChennaiFloods https:// twitter.com/RJ_Balaji/stat us/671754741114802176 …";Hosur SIPCOT Phase 2, India;;#chennairains #ChennaiFloods;"671754986875781120";https://twitter.com/vs_sat/status/671754986875781120
bhakt4ever;2015-12-01 23:47;4;2;"Hope these helpline nos working #chennairains #ChennaiFloods #chennairainhelp pic.twitter.com/480r7FJEqg";;;#chennairains #ChennaiFloods #chennairainhelp;"671754975937073152";https://twitter.com/bhakt4ever/status/671754975937073152
MangoBwoy;2015-12-01 23:47;1;0;"Chennai Army helpline number - 9677066100 #ChennaiFloods #chennairains #ChennaiRainsHelp";;;#ChennaiFloods #chennairains #ChennaiRainsHelp;"671754974460665856";https://twitter.com/MangoBwoy/status/671754974460665856
Alive_to_LOVE;2015-12-01 23:47;0;0;"@virginkudi @QuotesShare #help anyone do needful #chennairains #ChennaiFloods";;@virginkudi @QuotesShare;#help #chennairains #ChennaiFloods;"671754963891019776";https://twitter.com/Alive_to_LOVE/status/671754963891019776
_vjFn;2015-12-01 23:47;0;0;"@Azhakarasi #ChennaiFloods #chennairains #chennai";;@Azhakarasi;#ChennaiFloods #chennairains #chennai;"671754953883582464";https://twitter.com/_vjFn/status/671754953883582464
skc89;2015-12-01 23:47;0;0;"Horrible rains @Chennai. Devastating!! #ChennaiFloods";;@Chennai;#ChennaiFloods;"671754943339110401";https://twitter.com/skc89/status/671754943339110401
DeoBazaar;2015-12-01 23:46;0;0;"Praying for those who are affected by rains #chennairains #ChennaiFloods god help your kids we are in need.";Gurgaon, India;;#chennairains #ChennaiFloods;"671754868806180864";https://twitter.com/DeoBazaar/status/671754868806180864
ManasaKumar;2015-12-01 23:46;1;0;"Humanity takes its course here #ChennaiFloods https:// twitter.com/latasrinivasan /status/671732323449094144 …";;;#ChennaiFloods;"671754849352990721";https://twitter.com/ManasaKumar/status/671754849352990721
dattdgp;2015-12-01 23:46;2;0;"#ChennaiRainsHelp #ChennaiFloods https:// twitter.com/kabali_rajini/ status/671753706736521216 …";;;#ChennaiRainsHelp #ChennaiFloods;"671754847356489729";https://twitter.com/dattdgp/status/671754847356489729
Cine_Writers;2015-12-01 23:46;5;3;"#chennairains Mayajaal now open for anyone who needs a safe place to stay in ECR . Well done !! #ChennaiFloods";;;#chennairains #ChennaiFloods;"671754802393518080";https://twitter.com/Cine_Writers/status/671754802393518080
HDLindiaOrg;2015-12-01 23:46;30;9;"9840295100 Army helpline no is now open #chennairains #ChennaiFloods #chennairainhelp";;;#chennairains #ChennaiFloods #chennairainhelp;"671754798316695553";https://twitter.com/HDLindiaOrg/status/671754798316695553
Nir_27;2015-12-01 23:46;12;2;"9840295100 Army helpline no is now open #chennairains #ChennaiFloods #chennairainhelp";;;#chennairains #ChennaiFloods #chennairainhelp;"671754798312636416";https://twitter.com/Nir_27/status/671754798312636416
HindustanSpeaks;2015-12-01 23:46;5;0;"The Army Helpline Number - 9840295100 #chennairains #ChennaiFloods #Chennaifloodrelief #chennairainupdates #chennai";;;#chennairains #ChennaiFloods #Chennaifloodrelief #chennairainupdates #chennai;"671754796768997376";https://twitter.com/HindustanSpeaks/status/671754796768997376
karthik132;2015-12-01 23:46;15;4;"NDRF regional office contact no. Please share #chennairains #ChennaiFloods pic.twitter.com/UhTdDymSFG";;;#chennairains #ChennaiFloods;"671754786220302336";https://twitter.com/karthik132/status/671754786220302336
brilliantbug31;2015-12-01 23:46;0;0;"My state is sinking..GOD plz show mercy on us.. #chennairains #ChennaiFloods #TamilNaduRains";;;#chennairains #ChennaiFloods #TamilNaduRains;"671754771875803136";https://twitter.com/brilliantbug31/status/671754771875803136
karthipmlk;2015-12-01 23:46;0;0;"#chennairains ...still north indian people not bothering about #ChennaiFloods ...they are trending about their movie celebration stuffs...";;;#chennairains #ChennaiFloods;"671754770609115139";https://twitter.com/karthipmlk/status/671754770609115139
Onelyf_;2015-12-01 23:46;0;0;"BLR airport ATC must be going mad, seeing too many diversions #chennairains #ChennaiFloods pic.twitter.com/TC89gz3L4k";;;#chennairains #ChennaiFloods;"671754763298471936";https://twitter.com/Onelyf_/status/671754763298471936
ArticClock;2015-12-01 23:46;0;0;"Best we can do is pray for the best. Stay Safe. #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671754756566573056";https://twitter.com/ArticClock/status/671754756566573056
chennaifloods;2015-12-01 23:46;1;0;"#medavakkam koot road junction to #velachery 100 feet road closed. #koyambedu to #ashoknagar very bad and roads mostly closed.";;;#medavakkam #velachery #koyambedu #ashoknagar;"671754749130092544";https://twitter.com/chennaifloods/status/671754749130092544
abalach;2015-12-01 23:46;1;2;"Nice to see national tv channels waking up to #Chennaifloods . @SunTV stop your political propoganda and do some actual relief work.";;@SunTV;#Chennaifloods;"671754738631729152";https://twitter.com/abalach/status/671754738631729152
flyvenkat;2015-12-01 23:46;15;4;"2/3 adults accomodation available in Navalur, Contact: 9445318694 #chennairains #Chennai #chennaifloods #chennairainshelp";;;#chennairains #Chennai #chennaifloods #chennairainshelp;"671754722697592832";https://twitter.com/flyvenkat/status/671754722697592832
deviarunassalam;2015-12-01 23:46;2;2;"#chennairains #ChennaiFloods https:// twitter.com/ChennaiHelps/s tatus/671751892209287168 …";;;#chennairains #ChennaiFloods;"671754693589139457";https://twitter.com/deviarunassalam/status/671754693589139457
kamaljii;2015-12-01 23:46;21;4;"#chennairains #ChennaiFloods #ChennaiDrowning #chennaiweather Help required for Oorapakkam pic.twitter.com/ASXk7Z7hst";;;#chennairains #ChennaiFloods #ChennaiDrowning #chennaiweather;"671754688426074113";https://twitter.com/kamaljii/status/671754688426074113
gvaroon;2015-12-01 23:46;0;0;"@CNN @htTweets @TimesNow @ndtv @ZeeNews @abpnewstv @cnnbrk @ANI_news #Chennairains #ChennaiFloods @ANI_news https:// twitter.com/itisprashanth/ status/671749982270066688 …";;@CNN @htTweets @TimesNow @ndtv @ZeeNews @abpnewstv @cnnbrk @ANI_news @ANI_news;#Chennairains #ChennaiFloods;"671754653437059072";https://twitter.com/gvaroon/status/671754653437059072
gvaroon;2015-12-01 23:45;0;0;"@CNN @htTweets @TimesNow @ndtv @ZeeNews @abpnewstv @cnnbrk @ANI_news #Chennairains #ChennaiFloods @ANI_news https:// twitter.com/ANI_news/statu s/671750730194128896 …";;@CNN @htTweets @TimesNow @ndtv @ZeeNews @abpnewstv @cnnbrk @ANI_news @ANI_news;#Chennairains #ChennaiFloods;"671754610667708417";https://twitter.com/gvaroon/status/671754610667708417
P9Pranav;2015-12-01 23:45;0;0;"This tweet sounds as veracious right now as it ever did! #ChennaiFloods https:// twitter.com/ashwinravi99/s tatus/669042203537223680 …";;;#ChennaiFloods;"671754597887799296";https://twitter.com/P9Pranav/status/671754597887799296
prabhuramji30;2015-12-01 23:45;1;3;"Jains Alpine Meadows..Thiruneermalai we are drowning.. pl help ppl...in next 1 hr we will be into an island.. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671754554556284928";https://twitter.com/prabhuramji30/status/671754554556284928
AttakasamEzhil;2015-12-01 23:45;0;0;"#chennairains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/ThalaAjith_FC/ status/671744209553108992 …";;;#chennairains #ChennaiFloods #ChennaiRainsHelp;"671754546075463680";https://twitter.com/AttakasamEzhil/status/671754546075463680
rvijayagopalan;2015-12-01 23:45;2;2;"#chennairains #chennaifloods #TNRains Atleast R.I.P @ndtv @TimesNow @ibnlive";;@ndtv @TimesNow @ibnlive;#chennairains #chennaifloods #TNRains;"671754530455883776";https://twitter.com/rvijayagopalan/status/671754530455883776
spthevillain;2015-12-01 23:45;0;0;"Overwhelming helping hands in chennai. #Chennaifloods #ChennainRainshelp";;;#Chennaifloods #ChennainRainshelp;"671754512953008128";https://twitter.com/spthevillain/status/671754512953008128
deviarunassalam;2015-12-01 23:45;0;0;"#chennairains #ChennaiFloods https:// twitter.com/VTLTeam/status /671754386100453376 …";;;#chennairains #ChennaiFloods;"671754501263618048";https://twitter.com/deviarunassalam/status/671754501263618048
VjBinu;2015-12-01 23:45;1;0;"@Samanthaprabhu2 Pls RT And Share #Chennai Army helpline no - 9677066100 #ChennaiFloods #HelpEachOther #ChennaiRains #PrayForChennai";;@Samanthaprabhu2;#Chennai #ChennaiFloods #HelpEachOther #ChennaiRains #PrayForChennai;"671754435132026880";https://twitter.com/VjBinu/status/671754435132026880
chennaifloods;2015-12-01 23:45;1;0;"#sholinganallur to #siruseri closed for all except MTC. #thuraipakkam - AKDR golf course to Toll gate closed. #IIT to #madhyakailash closed";;;#sholinganallur #siruseri #thuraipakkam #IIT #madhyakailash;"671754418451181568";https://twitter.com/chennaifloods/status/671754418451181568
abhiisayzz;2015-12-01 23:45;0;0;"Why is no MP asking question in the Parliament about whats being done for #ChennaiFloods ? Now thats what we call #Intolerance :(";;;#ChennaiFloods #Intolerance;"671754409957724160";https://twitter.com/abhiisayzz/status/671754409957724160
flyvenkat;2015-12-01 23:45;17;2;"Contact Surender Raj (9952535488) if you want to help 400 people stranded near Paiyanur, OMR #ChennaiFloods #Chennairainshelp #Chennai";;;#ChennaiFloods #Chennairainshelp #Chennai;"671754390181548032";https://twitter.com/flyvenkat/status/671754390181548032
vs_sat;2015-12-01 23:44;1;1;"#chennairains #ChennaiFloods pic.twitter.com/qxafXp2W5f";Hosur SIPCOT Phase 2, India;;#chennairains #ChennaiFloods;"671754367154827264";https://twitter.com/vs_sat/status/671754367154827264
gauti1989;2015-12-01 23:44;0;0;"@ibnlive @ndtv @TimesNow can't you bloody people see that chennai is flooding ? One of your own are suffering! #chennairains #ChennaiFloods";;@ibnlive @ndtv @TimesNow;#chennairains #ChennaiFloods;"671754347772964864";https://twitter.com/gauti1989/status/671754347772964864
editorgowtham;2015-12-01 23:44;1;0;"Sathyam Cinemas Royapetah / AGS Cinemas Villivakkam / Phoenix Mall open for people stuck in floods. #Chennaifloods";;;#Chennaifloods;"671754341976547330";https://twitter.com/editorgowtham/status/671754341976547330
KPGanesh;2015-12-01 23:44;0;0;"Volunteers needed to distribute food packets. Call Prasad Balaraman 9940040199 and Avinash Naidu 9551166444 #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671754333495549952";https://twitter.com/KPGanesh/status/671754333495549952
anupamnawada;2015-12-01 23:44;0;1;"The Army Helpline Number - 9840295100 @adgpi RT plzz #chennairains #ChennaiFloods #Chennaifloodrelief #chennairainupdates #chennairains";;@adgpi;#chennairains #ChennaiFloods #Chennaifloodrelief #chennairainupdates #chennairains;"671754321856335872";https://twitter.com/anupamnawada/status/671754321856335872
HarishVarmaa;2015-12-01 23:44;0;0;"Details of shelter providing places in Chennai. #chennairains #ChennaiFloods https:// docs.google.com/spreadsheets/d /1rZc3e9scewKxbZBn0vfDqkxOTy_NJYUBSfsVPgnkmdY/edit?usp=docslist_api …";;;#chennairains #ChennaiFloods;"671754318559637504";https://twitter.com/HarishVarmaa/status/671754318559637504
Harikishore23;2015-12-01 23:44;0;0;"#chennairains #chennaiweather #ChennaiFloods #ChennaiDrowning #ChennaiRainsHelp #tnrains https:// twitter.com/itisprashanth/ status/671753576243302400 …";;;#chennairains #chennaiweather #ChennaiFloods #ChennaiDrowning #ChennaiRainsHelp #tnrains;"671754318203097089";https://twitter.com/Harikishore23/status/671754318203097089
admad_tn;2015-12-01 23:44;3;1;"Need urgent help please #chennairains #ChennaiFloods #ChennaiDrowning https:// twitter.com/jebasingh_j/st atus/671752999098716160 …";;;#chennairains #ChennaiFloods #ChennaiDrowning;"671754309827039232";https://twitter.com/admad_tn/status/671754309827039232
iRichardBoy;2015-12-01 23:44;1;0;"Dear all, a request to all, if u see any street dogs or puppies suffering in rain pls help them n give a shelter to stay..Ty #ChennaiFloods";;;#ChennaiFloods;"671754291250466817";https://twitter.com/iRichardBoy/status/671754291250466817
